a0 a
c101210 c10121
c101211 c10121
c101212 c10121
c101220 c10122
c102000 c10200
c102001 c10200
c102002 c10200
c102100 c10210
c102101 c10210
c102110 c10211
c110000 c11000
c110001 c11000
c110002 c11000
c110010 c11001
c110011 c11001
c110020 c11002
c110021 c11002
c111000 c11100
c111001 c11100
c111002 c11100
c111010 c11101
c111020 c11102
c111021 c11102
c111022 c11102
c111100 c11110
c111101 c11110
c111102 c11110
c111110 c11111
c111200 c11120
c111210 c11121
c111220 c11122
c200000 c20000
c200001 c20000
a0000000 a000000
a0000001 a000000
a0001000 a000100
a0001100 a000110
a0001101 a000110
a0001102 a000110
a0001110 a000111
a0001111 a000111
a0001120 a000112
a0001121 a000112
a0001122 a000112
a0010000 a001000
a0010010 a001001
a0010011 a001001
no.child no.parent
a b
a c
a a0
a b0
a c0
a c1
a c2
a a00
a a01
a b00
a b01
a c00
a c01
a c02
a c10
a c11
a c20
a a000
a a001
a a002
a a010
a b000
a b001
a b002
a b010
a b011
a b012
a c000
a c001
a c010
a c020
a c100
a c101
a c102
a c110
a c111
a c200
a a0000
a a0001
a a0010
a a0020
a a0100
a b0000
a b0001
a b0002
a b0010
a b0011
a b0020
a b0021
a b0100
a b0110
a b0111
a b0112
a b0120
a b0121
a c0000
a c0001
a c0002
a c0010
a c0100
a c0200
a c1000
a c1001
a c1010
a c1011
a c1012
a c1020
a c1021
a c1100
a c1110
a c1111
a c1112
a c2000
a a00000
a a00010
a a00011
a a00100
a a00200
a a01000
a a01001
a b00000
a b00001
a b00002
a b00010
a b00020
a b00021
a b00100
a b00101
a b00102
a b00110
a b00111
a b00200
a b00201
a b00202
a b00210
a b01000
a b01001
a b01002
a b01100
a b01101
a b01102
a b01110
a b01120
a b01121
a b01200
a b01210
a b01211
a c00000
a c00001
a c00010
a c00011
a c00012
a c00020
a c00100
a c00101
a c01000
a c02000
a c02001
a c10000
a c10001
a c10002
a c10010
a c10011
a c10100
a c10101
a c10110
a c10111
a c10120
a c10121
a c10122
a c10200
a c10210
a c10211
a c11000
a c11001
a c11002
a c11100
a c11101
a c11102
a c11110
a c11111
a c11120
a c11121
a c11122
a c20000
a a000000
a a000100
a a000110
a a000111
a a000112
a a001000
a a001001
a a001002
a a002000
a a002001
a a002002
a a010000
a a010001
a a010010
a a010011
a a010012
a b000000
a b000001
a b000010
a b000020
a b000100
a b000200
a b000201
a b000210
a b000211
a b000212
a b001000
a b001001
a b001010
a b001011
a b001020
a b001100
a b001110
a b001111
a b001112
a b002000
a b002001
a b002010
a b002011
a b002012
a b002020
a b002021
a b002100
a b002101
a b002102
a b010000
a b010010
a b010020
a b011000
a b011001
a b011002
a b011010
a b011020
a b011021
a b011022
a b011100
a b011200
a b011201
a b011202
a b011210
a b011211
a b011212
a b012000
a b012001
a b012100
a b012110
a b012111
a c000000
a c000010
a c000011
a c000012
a c000100
a c000101
a c000102
a c000110
a c000120
a c000121
a c000200
a c001000
a c001001
a c001010
a c001011
a c010000
a c010001
a c010002
a c020000
a c020010
a c100000
a c100001
a c100010
a c100011
a c100020
a c100100
a c100110
a c100111
a c100112
a c101000
a c101010
a c101011
a c101100
a c101101
a c101102
a c101110
a c101111
a c101200
a c101201
a c101202
a c101210
a c101211
a c101212
a c101220
a c102000
a c102001
a c102002
a c102100
a c102101
a c102110
a c110000
a c110001
a c110002
a c110010
a c110011
a c110020
a c110021
a c111000
a c111001
a c111002
a c111010
a c111020
a c111021
a c111022
a c111100
a c111101
a c111102
a c111110
a c111200
a c111210
a c111220
a c200000
a c200001
a a0000000
a a0000001
a a0001000
a a0001100
a a0001101
a a0001102
a a0001110
a a0001111
a a0001120
a a0001121
a a0001122
a a0010000
a a0010010
a a0010011
b c
b a0
b b0
b c0
b c1
b c2
b a00
b a01
b b00
b b01
b c00
b c01
b c02
b c10
b c11
b c20
b a000
b a001
b a002
b a010
b b000
b b001
b b002
b b010
b b011
b b012
b c000
b c001
b c010
b c020
b c100
b c101
b c102
b c110
b c111
b c200
b a0000
b a0001
b a0010
b a0020
b a0100
b b0000
b b0001
b b0002
b b0010
b b0011
b b0020
b b0021
b b0100
b b0110
b b0111
b b0112
b b0120
b b0121
b c0000
b c0001
b c0002
b c0010
b c0100
b c0200
b c1000
b c1001
b c1010
b c1011
b c1012
b c1020
b c1021
b c1100
b c1110
b c1111
b c1112
b c2000
b a00000
b a00010
b a00011
b a00100
b a00200
b a01000
b a01001
b b00000
b b00001
b b00002
b b00010
b b00020
b b00021
b b00100
b b00101
b b00102
b b00110
b b00111
b b00200
b b00201
b b00202
b b00210
b b01000
b b01001
b b01002
b b01100
b b01101
b b01102
b b01110
b b01120
b b01121
b b01200
b b01210
b b01211
b c00000
b c00001
b c00010
b c00011
b c00012
b c00020
b c00100
b c00101
b c01000
b c02000
b c02001
b c10000
b c10001
b c10002
b c10010
b c10011
b c10100
b c10101
b c10110
b c10111
b c10120
b c10121
b c10122
b c10200
b c10210
b c10211
b c11000
b c11001
b c11002
b c11100
b c11101
b c11102
b c11110
b c11111
b c11120
b c11121
b c11122
b c20000
b a000000
b a000100
b a000110
b a000111
b a000112
b a001000
b a001001
b a001002
b a002000
b a002001
b a002002
b a010000
b a010001
b a010010
b a010011
b a010012
b b000000
b b000001
b b000010
b b000020
b b000100
b b000200
b b000201
b b000210
b b000211
b b000212
b b001000
b b001001
b b001010
b b001011
b b001020
b b001100
b b001110
b b001111
b b001112
b b002000
b b002001
b b002010
b b002011
b b002012
b b002020
b b002021
b b002100
b b002101
b b002102
b b010000
b b010010
b b010020
b b011000
b b011001
b b011002
b b011010
b b011020
b b011021
b b011022
b b011100
b b011200
b b011201
b b011202
b b011210
b b011211
b b011212
b b012000
b b012001
b b012100
b b012110
b b012111
b c000000
b c000010
b c000011
b c000012
b c000100
b c000101
b c000102
b c000110
b c000120
b c000121
b c000200
b c001000
b c001001
b c001010
b c001011
b c010000
b c010001
b c010002
b c020000
b c020010
b c100000
b c100001
b c100010
b c100011
b c100020
b c100100
b c100110
b c100111
b c100112
b c101000
b c101010
b c101011
b c101100
b c101101
b c101102
b c101110
b c101111
b c101200
b c101201
b c101202
b c101210
b c101211
b c101212
b c101220
b c102000
b c102001
b c102002
b c102100
b c102101
b c102110
b c110000
b c110001
b c110002
b c110010
b c110011
b c110020
b c110021
b c111000
b c111001
b c111002
b c111010
b c111020
b c111021
b c111022
b c111100
b c111101
b c111102
b c111110
b c111200
b c111210
b c111220
b c200000
b c200001
b a0000000
b a0000001
b a0001000
b a0001100
b a0001101
b a0001102
b a0001110
b a0001111
b a0001120
b a0001121
b a0001122
b a0010000
b a0010010
b a0010011
c a0
c b0
c c0
c c1
c c2
c a00
c a01
c b00
c b01
c c00
c c01
c c02
c c10
c c11
c c20
c a000
c a001
c a002
c a010
c b000
c b001
c b002
c b010
c b011
c b012
c c000
c c001
c c010
c c020
c c100
c c101
c c102
c c110
c c111
c c200
c a0000
c a0001
c a0010
c a0020
c a0100
c b0000
c b0001
c b0002
c b0010
c b0011
c b0020
c b0021
c b0100
c b0110
c b0111
c b0112
c b0120
c b0121
c c0000
c c0001
c c0002
c c0010
c c0100
c c0200
c c1000
c c1001
c c1010
c c1011
c c1012
c c1020
c c1021
c c1100
c c1110
c c1111
c c1112
c c2000
c a00000
c a00010
c a00011
c a00100
c a00200
c a01000
c a01001
c b00000
c b00001
c b00002
c b00010
c b00020
c b00021
c b00100
c b00101
c b00102
c b00110
c b00111
c b00200
c b00201
c b00202
c b00210
c b01000
c b01001
c b01002
c b01100
c b01101
c b01102
c b01110
c b01120
c b01121
c b01200
c b01210
c b01211
c c00000
c c00001
c c00010
c c00011
c c00012
c c00020
c c00100
c c00101
c c01000
c c02000
c c02001
c c10000
c c10001
c c10002
c c10010
c c10011
c c10100
c c10101
c c10110
c c10111
c c10120
c c10121
c c10122
c c10200
c c10210
c c10211
c c11000
c c11001
c c11002
c c11100
c c11101
c c11102
c c11110
c c11111
c c11120
c c11121
c c11122
c c20000
c a000000
c a000100
c a000110
c a000111
c a000112
c a001000
c a001001
c a001002
c a002000
c a002001
c a002002
c a010000
c a010001
c a010010
c a010011
c a010012
c b000000
c b000001
c b000010
c b000020
c b000100
c b000200
c b000201
c b000210
c b000211
c b000212
c b001000
c b001001
c b001010
c b001011
c b001020
c b001100
c b001110
c b001111
c b001112
c b002000
c b002001
c b002010
c b002011
c b002012
c b002020
c b002021
c b002100
c b002101
c b002102
c b010000
c b010010
c b010020
c b011000
c b011001
c b011002
c b011010
c b011020
c b011021
c b011022
c b011100
c b011200
c b011201
c b011202
c b011210
c b011211
c b011212
c b012000
c b012001
c b012100
c b012110
c b012111
c c000000
c c000010
c c000011
c c000012
c c000100
c c000101
c c000102
c c000110
c c000120
c c000121
c c000200
c c001000
c c001001
c c001010
c c001011
c c010000
c c010001
c c010002
c c020000
c c020010
c c100000
c c100001
c c100010
c c100011
c c100020
c c100100
c c100110
c c100111
c c100112
c c101000
c c101010
c c101011
c c101100
c c101101
c c101102
c c101110
c c101111
c c101200
c c101201
c c101202
c c101210
c c101211
c c101212
c c101220
c c102000
c c102001
c c102002
c c102100
c c102101
c c102110
c c110000
c c110001
c c110002
c c110010
c c110011
c c110020
c c110021
c c111000
c c111001
c c111002
c c111010
c c111020
c c111021
c c111022
c c111100
c c111101
c c111102
c c111110
c c111200
c c111210
c c111220
c c200000
c c200001
c a0000000
c a0000001
c a0001000
c a0001100
c a0001101
c a0001102
c a0001110
c a0001111
c a0001120
c a0001121
c a0001122
c a0010000
c a0010010
c a0010011
a0 b0
a0 c0
a0 c1
a0 c2
a0 a00
a0 a01
a0 b00
a0 b01
a0 c00
a0 c01
a0 c02
a0 c10
a0 c11
a0 c20
a0 a000
a0 a001
a0 a002
a0 a010
a0 b000
a0 b001
a0 b002
a0 b010
a0 b011
a0 b012
a0 c000
a0 c001
a0 c010
a0 c020
a0 c100
a0 c101
a0 c102
a0 c110
a0 c111
a0 c200
a0 a0000
a0 a0001
a0 a0010
a0 a0020
a0 a0100
a0 b0000
a0 b0001
a0 b0002
a0 b0010
a0 b0011
a0 b0020
a0 b0021
a0 b0100
a0 b0110
a0 b0111
a0 b0112
a0 b0120
a0 b0121
a0 c0000
a0 c0001
a0 c0002
a0 c0010
a0 c0100
a0 c0200
a0 c1000
a0 c1001
a0 c1010
a0 c1011
a0 c1012
a0 c1020
a0 c1021
a0 c1100
a0 c1110
a0 c1111
a0 c1112
a0 c2000
a0 a00000
a0 a00010
a0 a00011
a0 a00100
a0 a00200
a0 a01000
a0 a01001
a0 b00000
a0 b00001
a0 b00002
a0 b00010
a0 b00020
a0 b00021
a0 b00100
a0 b00101
a0 b00102
a0 b00110
a0 b00111
a0 b00200
a0 b00201
a0 b00202
a0 b00210
a0 b01000
a0 b01001
a0 b01002
a0 b01100
a0 b01101
a0 b01102
a0 b01110
a0 b01120
a0 b01121
a0 b01200
a0 b01210
a0 b01211
a0 c00000
a0 c00001
a0 c00010
a0 c00011
a0 c00012
a0 c00020
a0 c00100
a0 c00101
a0 c01000
a0 c02000
a0 c02001
a0 c10000
a0 c10001
a0 c10002
a0 c10010
a0 c10011
a0 c10100
a0 c10101
a0 c10110
a0 c10111
a0 c10120
a0 c10121
a0 c10122
a0 c10200
a0 c10210
a0 c10211
a0 c11000
a0 c11001
a0 c11002
a0 c11100
a0 c11101
a0 c11102
a0 c11110
a0 c11111
a0 c11120
a0 c11121
a0 c11122
a0 c20000
a0 a000000
a0 a000100
a0 a000110
a0 a000111
a0 a000112
a0 a001000
a0 a001001
a0 a001002
a0 a002000
a0 a002001
a0 a002002
a0 a010000
a0 a010001
a0 a010010
a0 a010011
a0 a010012
a0 b000000
a0 b000001
a0 b000010
a0 b000020
a0 b000100
a0 b000200
a0 b000201
a0 b000210
a0 b000211
a0 b000212
a0 b001000
a0 b001001
a0 b001010
a0 b001011
a0 b001020
a0 b001100
a0 b001110
a0 b001111
a0 b001112
a0 b002000
a0 b002001
a0 b002010
a0 b002011
a0 b002012
a0 b002020
a0 b002021
a0 b002100
a0 b002101
a0 b002102
a0 b010000
a0 b010010
a0 b010020
a0 b011000
a0 b011001
a0 b011002
a0 b011010
a0 b011020
a0 b011021
a0 b011022
a0 b011100
a0 b011200
a0 b011201
a0 b011202
a0 b011210
a0 b011211
a0 b011212
a0 b012000
a0 b012001
a0 b012100
a0 b012110
a0 b012111
a0 c000000
a0 c000010
a0 c000011
a0 c000012
a0 c000100
a0 c000101
a0 c000102
a0 c000110
a0 c000120
a0 c000121
a0 c000200
a0 c001000
a0 c001001
a0 c001010
a0 c001011
a0 c010000
a0 c010001
a0 c010002
a0 c020000
a0 c020010
a0 c100000
a0 c100001
a0 c100010
a0 c100011
a0 c100020
a0 c100100
a0 c100110
a0 c100111
a0 c100112
a0 c101000
a0 c101010
a0 c101011
a0 c101100
a0 c101101
a0 c101102
a0 c101110
a0 c101111
a0 c101200
a0 c101201
a0 c101202
a0 c101210
a0 c101211
a0 c101212
a0 c101220
a0 c102000
a0 c102001
a0 c102002
a0 c102100
a0 c102101
a0 c102110
a0 c110000
a0 c110001
a0 c110002
a0 c110010
a0 c110011
a0 c110020
a0 c110021
a0 c111000
a0 c111001
a0 c111002
a0 c111010
a0 c111020
a0 c111021
a0 c111022
a0 c111100
a0 c111101
a0 c111102
a0 c111110
a0 c111200
a0 c111210
a0 c111220
a0 c200000
a0 c200001
a0 a0000000
a0 a0000001
a0 a0001000
a0 a0001100
a0 a0001101
a0 a0001102
a0 a0001110
a0 a0001111
a0 a0001120
a0 a0001121
a0 a0001122
a0 a0010000
a0 a0010010
a0 a0010011
b0 c0
b0 c1
b0 c2
b0 a00
b0 a01
b0 b00
b0 b01
b0 c00
b0 c01
b0 c02
b0 c10
b0 c11
b0 c20
b0 a000
b0 a001
b0 a002
b0 a010
b0 b000
b0 b001
b0 b002
b0 b010
b0 b011
b0 b012
b0 c000
b0 c001
b0 c010
b0 c020
b0 c100
b0 c101
b0 c102
b0 c110
b0 c111
b0 c200
b0 a0000
b0 a0001
b0 a0010
b0 a0020
b0 a0100
b0 b0000
b0 b0001
b0 b0002
b0 b0010
b0 b0011
b0 b0020
b0 b0021
b0 b0100
b0 b0110
b0 b0111
b0 b0112
b0 b0120
b0 b0121
b0 c0000
b0 c0001
b0 c0002
b0 c0010
b0 c0100
b0 c0200
b0 c1000
b0 c1001
b0 c1010
b0 c1011
b0 c1012
b0 c1020
b0 c1021
b0 c1100
b0 c1110
b0 c1111
b0 c1112
b0 c2000
b0 a00000
b0 a00010
b0 a00011
b0 a00100
b0 a00200
b0 a01000
b0 a01001
b0 b00000
b0 b00001
b0 b00002
b0 b00010
b0 b00020
b0 b00021
b0 b00100
b0 b00101
b0 b00102
b0 b00110
b0 b00111
b0 b00200
b0 b00201
b0 b00202
b0 b00210
b0 b01000
b0 b01001
b0 b01002
b0 b01100
b0 b01101
b0 b01102
b0 b01110
b0 b01120
b0 b01121
b0 b01200
b0 b01210
b0 b01211
b0 c00000
b0 c00001
b0 c00010
b0 c00011
b0 c00012
b0 c00020
b0 c00100
b0 c00101
b0 c01000
b0 c02000
b0 c02001
b0 c10000
b0 c10001
b0 c10002
b0 c10010
b0 c10011
b0 c10100
b0 c10101
b0 c10110
b0 c10111
b0 c10120
b0 c10121
b0 c10122
b0 c10200
b0 c10210
b0 c10211
b0 c11000
b0 c11001
b0 c11002
b0 c11100
b0 c11101
b0 c11102
b0 c11110
b0 c11111
b0 c11120
b0 c11121
b0 c11122
b0 c20000
b0 a000000
b0 a000100
b0 a000110
b0 a000111
b0 a000112
b0 a001000
b0 a001001
b0 a001002
b0 a002000
b0 a002001
b0 a002002
b0 a010000
b0 a010001
b0 a010010
b0 a010011
b0 a010012
b0 b000000
b0 b000001
b0 b000010
b0 b000020
b0 b000100
b0 b000200
b0 b000201
b0 b000210
b0 b000211
b0 b000212
b0 b001000
b0 b001001
b0 b001010
b0 b001011
b0 b001020
b0 b001100
b0 b001110
b0 b001111
b0 b001112
b0 b002000
b0 b002001
b0 b002010
b0 b002011
b0 b002012
b0 b002020
b0 b002021
b0 b002100
b0 b002101
b0 b002102
b0 b010000
b0 b010010
b0 b010020
b0 b011000
b0 b011001
b0 b011002
b0 b011010
b0 b011020
b0 b011021
b0 b011022
b0 b011100
b0 b011200
b0 b011201
b0 b011202
b0 b011210
b0 b011211
b0 b011212
b0 b012000
b0 b012001
b0 b012100
b0 b012110
b0 b012111
b0 c000000
b0 c000010
b0 c000011
b0 c000012
b0 c000100
b0 c000101
b0 c000102
b0 c000110
b0 c000120
b0 c000121
b0 c000200
b0 c001000
b0 c001001
b0 c001010
b0 c001011
b0 c010000
b0 c010001
b0 c010002
b0 c020000
b0 c020010
b0 c100000
b0 c100001
b0 c100010
b0 c100011
b0 c100020
b0 c100100
b0 c100110
b0 c100111
b0 c100112
b0 c101000
b0 c101010
b0 c101011
b0 c101100
b0 c101101
b0 c101102
b0 c101110
b0 c101111
b0 c101200
b0 c101201
b0 c101202
b0 c101210
b0 c101211
b0 c101212
b0 c101220
b0 c102000
b0 c102001
b0 c102002
b0 c102100
b0 c102101
b0 c102110
b0 c110000
b0 c110001
b0 c110002
b0 c110010
b0 c110011
b0 c110020
b0 c110021
b0 c111000
b0 c111001
b0 c111002
b0 c111010
b0 c111020
b0 c111021
b0 c111022
b0 c111100
b0 c111101
b0 c111102
b0 c111110
b0 c111200
b0 c111210
b0 c111220
b0 c200000
b0 c200001
b0 a0000000
b0 a0000001
b0 a0001000
b0 a0001100
b0 a0001101
b0 a0001102
b0 a0001110
b0 a0001111
b0 a0001120
b0 a0001121
b0 a0001122
b0 a0010000
b0 a0010010
b0 a0010011
c0 c1
c0 c2
c0 a00
c0 a01
c0 b00
c0 b01
c0 c00
c0 c01
c0 c02
c0 c10
c0 c11
c0 c20
c0 a000
c0 a001
c0 a002
c0 a010
c0 b000
c0 b001
c0 b002
c0 b010
c0 b011
c0 b012
c0 c000
c0 c001
c0 c010
c0 c020
c0 c100
c0 c101
c0 c102
c0 c110
c0 c111
c0 c200
c0 a0000
c0 a0001
c0 a0010
c0 a0020
c0 a0100
c0 b0000
c0 b0001
c0 b0002
c0 b0010
c0 b0011
c0 b0020
c0 b0021
c0 b0100
c0 b0110
c0 b0111
c0 b0112
c0 b0120
c0 b0121
c0 c0000
c0 c0001
c0 c0002
c0 c0010
c0 c0100
c0 c0200
c0 c1000
c0 c1001
c0 c1010
c0 c1011
c0 c1012
c0 c1020
c0 c1021
c0 c1100
c0 c1110
c0 c1111
c0 c1112
c0 c2000
c0 a00000
c0 a00010
c0 a00011
c0 a00100
c0 a00200
c0 a01000
c0 a01001
c0 b00000
c0 b00001
c0 b00002
c0 b00010
c0 b00020
c0 b00021
c0 b00100
c0 b00101
c0 b00102
c0 b00110
c0 b00111
c0 b00200
c0 b00201
c0 b00202
c0 b00210
c0 b01000
c0 b01001
c0 b01002
c0 b01100
c0 b01101
c0 b01102
c0 b01110
c0 b01120
c0 b01121
c0 b01200
c0 b01210
c0 b01211
c0 c00000
c0 c00001
c0 c00010
c0 c00011
c0 c00012
c0 c00020
c0 c00100
c0 c00101
c0 c01000
c0 c02000
c0 c02001
c0 c10000
c0 c10001
c0 c10002
c0 c10010
c0 c10011
c0 c10100
c0 c10101
c0 c10110
c0 c10111
c0 c10120
c0 c10121
c0 c10122
c0 c10200
c0 c10210
c0 c10211
c0 c11000
c0 c11001
c0 c11002
c0 c11100
c0 c11101
c0 c11102
c0 c11110
c0 c11111
c0 c11120
c0 c11121
c0 c11122
c0 c20000
c0 a000000
c0 a000100
c0 a000110
c0 a000111
c0 a000112
c0 a001000
c0 a001001
c0 a001002
c0 a002000
c0 a002001
c0 a002002
c0 a010000
c0 a010001
c0 a010010
c0 a010011
c0 a010012
c0 b000000
c0 b000001
c0 b000010
c0 b000020
c0 b000100
c0 b000200
c0 b000201
c0 b000210
c0 b000211
c0 b000212
c0 b001000
c0 b001001
c0 b001010
c0 b001011
c0 b001020
c0 b001100
c0 b001110
c0 b001111
c0 b001112
c0 b002000
c0 b002001
c0 b002010
c0 b002011
c0 b002012
c0 b002020
c0 b002021
c0 b002100
c0 b002101
c0 b002102
c0 b010000
c0 b010010
c0 b010020
c0 b011000
c0 b011001
c0 b011002
c0 b011010
c0 b011020
c0 b011021
c0 b011022
c0 b011100
c0 b011200
c0 b011201
c0 b011202
c0 b011210
c0 b011211
c0 b011212
c0 b012000
c0 b012001
c0 b012100
c0 b012110
c0 b012111
c0 c000000
c0 c000010
c0 c000011
c0 c000012
c0 c000100
c0 c000101
c0 c000102
c0 c000110
c0 c000120
c0 c000121
c0 c000200
c0 c001000
c0 c001001
c0 c001010
c0 c001011
c0 c010000
c0 c010001
c0 c010002
c0 c020000
c0 c020010
c0 c100000
c0 c100001
c0 c100010
c0 c100011
c0 c100020
c0 c100100
c0 c100110
c0 c100111
c0 c100112
c0 c101000
c0 c101010
c0 c101011
c0 c101100
c0 c101101
c0 c101102
c0 c101110
c0 c101111
c0 c101200
c0 c101201
c0 c101202
c0 c101210
c0 c101211
c0 c101212
c0 c101220
c0 c102000
c0 c102001
c0 c102002
c0 c102100
c0 c102101
c0 c102110
c0 c110000
c0 c110001
c0 c110002
c0 c110010
c0 c110011
c0 c110020
c0 c110021
c0 c111000
c0 c111001
c0 c111002
c0 c111010
c0 c111020
c0 c111021
c0 c111022
c0 c111100
c0 c111101
c0 c111102
c0 c111110
c0 c111200
c0 c111210
c0 c111220
c0 c200000
c0 c200001
c0 a0000000
c0 a0000001
c0 a0001000
c0 a0001100
c0 a0001101
c0 a0001102
c0 a0001110
c0 a0001111
c0 a0001120
c0 a0001121
c0 a0001122
c0 a0010000
c0 a0010010
c0 a0010011
c1 c2
c1 a00
c1 a01
c1 b00
c1 b01
c1 c00
c1 c01
c1 c02
c1 c10
c1 c11
c1 c20
c1 a000
c1 a001
c1 a002
c1 a010
c1 b000
c1 b001
c1 b002
c1 b010
c1 b011
c1 b012
c1 c000
c1 c001
c1 c010
c1 c020
c1 c100
c1 c101
c1 c102
c1 c110
c1 c111
c1 c200
c1 a0000
c1 a0001
c1 a0010
c1 a0020
c1 a0100
c1 b0000
c1 b0001
c1 b0002
c1 b0010
c1 b0011
c1 b0020
c1 b0021
c1 b0100
c1 b0110
c1 b0111
c1 b0112
c1 b0120
c1 b0121
c1 c0000
c1 c0001
c1 c0002
c1 c0010
c1 c0100
c1 c0200
c1 c1000
c1 c1001
c1 c1010
c1 c1011
c1 c1012
c1 c1020
c1 c1021
c1 c1100
c1 c1110
c1 c1111
c1 c1112
c1 c2000
c1 a00000
c1 a00010
c1 a00011
c1 a00100
c1 a00200
c1 a01000
c1 a01001
c1 b00000
c1 b00001
c1 b00002
c1 b00010
c1 b00020
c1 b00021
c1 b00100
c1 b00101
c1 b00102
c1 b00110
c1 b00111
c1 b00200
c1 b00201
c1 b00202
c1 b00210
c1 b01000
c1 b01001
c1 b01002
c1 b01100
c1 b01101
c1 b01102
c1 b01110
c1 b01120
c1 b01121
c1 b01200
c1 b01210
c1 b01211
c1 c00000
c1 c00001
c1 c00010
c1 c00011
c1 c00012
c1 c00020
c1 c00100
c1 c00101
c1 c01000
c1 c02000
c1 c02001
c1 c10000
c1 c10001
c1 c10002
c1 c10010
c1 c10011
c1 c10100
c1 c10101
c1 c10110
c1 c10111
c1 c10120
c1 c10121
c1 c10122
c1 c10200
c1 c10210
c1 c10211
c1 c11000
c1 c11001
c1 c11002
c1 c11100
c1 c11101
c1 c11102
c1 c11110
c1 c11111
c1 c11120
c1 c11121
c1 c11122
c1 c20000
c1 a000000
c1 a000100
c1 a000110
c1 a000111
c1 a000112
c1 a001000
c1 a001001
c1 a001002
c1 a002000
c1 a002001
c1 a002002
c1 a010000
c1 a010001
c1 a010010
c1 a010011
c1 a010012
c1 b000000
c1 b000001
c1 b000010
c1 b000020
c1 b000100
c1 b000200
c1 b000201
c1 b000210
c1 b000211
c1 b000212
c1 b001000
c1 b001001
c1 b001010
c1 b001011
c1 b001020
c1 b001100
