a0 a
b a01101200
b a01101201
b a01101210
b a01101211
b a01101220
b a01101221
b a01102000
b b00000000
b b00000001
b b00000100
b b00000110
b b00000120
b b00000121
b b00000122
b b00000200
b b00000210
b b00000211
b b00000212
b b00001000
b b00001001
b b00001002
b b00100000
b b00100001
b b00100002
b b00100100
b b00100110
b b00100111
b b01000000
b b01000001
b b01000100
b b01000101
b b01000110
b b01000120
b b01000121
b b01000200
b b01000201
b b01000202
b b01000210
b b01000211
b b01000220
b b01001000
b b01001001
b b01001010
b b01001011
b b01001012
b b01002000
b b01002001
b b01002100
b b01002200
b b01002201
b b01010000
b b01010100
b b01010110
b b01010111
b b01010120
b b01010200
a0 b0
a0 b1
a0 a00
a0 a01
a0 b00
a0 b01
a0 b10
a0 a000
a0 a010
a0 a011
a0 b000
a0 b001
a0 b010
a0 b100
a0 b101
a0 a0000
a0 a0100
a0 a0110
a0 b0000
a0 b0010
a0 b0100
a0 b0101
a0 b0102
a0 b1000
a0 b1001
a0 b1010
a0 b1011
a0 b1012
a0 a00000
a0 a00001
a0 a01000
a0 a01001
a0 a01100
a0 a01101
a0 a01102
a0 b00000
a0 b00001
a0 b00100
a0 b01000
a0 b01001
a0 b01002
a0 b01010
a0 b01011
a0 b01012
a0 b01020
a0 b10000
a0 b10010
a0 b10011
a0 b10012
a0 b10100
a0 b10110
a0 b10111
a0 b10120
a0 a000000
a0 a000010
a0 a000011
a0 a000012
a0 a010000
a0 a010001
a0 a010010
a0 a010011
a0 a011000
a0 a011010
a0 a011011
a0 a011012
a0 a011020
a0 b000000
a0 b000001
a0 b000002
a0 b000010
a0 b001000
a0 b001001
a0 b010000
a0 b010001
a0 b010002
a0 b010010
a0 b010020
a0 b010021
a0 b010022
a0 b010100
a0 b010101
a0 b010102
a0 b010110
a0 b010111
a0 b010120
a0 b010121
a0 b010200
a0 b100000
a0 b100001
a0 b100100
a0 b100110
a0 b100111
a0 b100112
a0 b100120
a0 b101000
a0 b101001
a0 b101002
a0 b101100
a0 b101101
a0 b101102
a0 b101110
a0 b101200
a0 b101201
a0 a0000000
a0 a0000100
a0 a0000101
a0 a0000110
a0 a0000111
a0 a0000120
a0 a0100000
a0 a0100001
a0 a0100002
a0 a0100010
a0 a0100011
a0 a0100100
a0 a0100101
a0 a0100110
a0 a0100111
a0 a0110000
a0 a0110100
a0 a0110101
a0 a0110102
a0 a0110110
a0 a0110111
a0 a0110120
a0 a0110121
a0 a0110122
a0 a0110200
a0 b0000000
a0 b0000010
a0 b0000011
a0 b0000012
a0 b0000020
a0 b0000021
a0 b0000100
a0 b0010000
a0 b0010010
a0 b0010011
a0 b0100000
a0 b0100010
a0 b0100011
a0 b0100012
a0 b0100020
a0 b0100021
a0 b0100022
a0 b0100100
a0 b0100101
a0 b0100200
a0 b0100210
a0 b0100220
a0 b0101000
a0 b0101010
a0 b0101011
a0 b0101012
a0 b0101020
a0 b0101021
a0 b0101022
a0 b0101100
a0 b0101101
a0 b0101110
a0 b0101111
a0 b0101200
a0 b0101201
a0 b0101202
a0 b0101210
a0 b0101211
a0 b0101212
a0 b0102000
a0 b0102001
a0 b0102002
a0 b1000000
a0 b1000010
a0 b1000011
a0 b1001000
a0 b1001001
a0 b1001100
a0 b1001101
a0 b1001110
a0 b1001120
a0 b1001121
a0 b1001122
a0 b1001200
a0 b1001201
a0 b1010000
a0 b1010001
a0 b1010002
a0 b1010010
a0 b1010011
a0 b1010012
a0 b1010020
a0 b1010021
a0 b1011000
a0 b1011010
a0 b1011011
a0 b1011020
a0 b1011100
a0 b1012000
a0 b1012001
a0 b1012002
a0 b1012010
a0 b1012011
a0 a00000000
a0 a00001000
a0 a00001001
a0 a00001010
a0 a00001011
a0 a00001100
a0 a00001101
a0 a00001110
a0 a00001111
a0 a00001112
a0 a00001200
a0 a00001201
a0 a01000000
a0 a01000001
a0 a01000010
a0 a01000020
a0 a01000100
a0 a01000101
a0 a01000110
a0 a01000111
a0 a01001000
a0 a01001001
a0 a01001010
a0 a01001011
a0 a01001100
a0 a01001110
a0 a01001111
a0 a01100000
a0 a01100001
a0 a01101000
a0 a01101001
a0 a01101002
a0 a01101010
a0 a01101020
a0 a01101100
a0 a01101101
a0 a01101102
a0 a01101110
a0 a01101111
a0 a01101112
a0 a01101200
a0 a01101201
a0 a01101210
a0 a01101211
a0 a01101220
a0 a01101221
a0 a01102000
a0 b00000000
a0 b00000001
a0 b00000100
a0 b00000110
a0 b00000120
a0 b00000121
a0 b00000122
a0 b00000200
a0 b00000210
a0 b00000211
a0 b00000212
a0 b00001000
a0 b00001001
a0 b00001002
a0 b00100000
a0 b00100001
a0 b00100002
a0 b00100100
a0 b00100110
a0 b00100111
a0 b01000000
a0 b01000001
a0 b01000100
a0 b01000101
a0 b01000110
a0 b01000120
a0 b01000121
a0 b01000200
a0 b01000201
a0 b01000202
a0 b01000210
a0 b01000211
a0 b01000220
a0 b01001000
a0 b01001001
a0 b01001010
a0 b01001011
a0 b01001012
a0 b01002000
a0 b01002001
a0 b01002100
a0 b01002200
a0 b01002201
a0 b01010000
a0 b01010100
a0 b01010110
a0 b01010111
a0 b01010120
a0 b01010200
b0 b1
b0 a00
b0 a01
b0 b00
b0 b01
b0 b10
b0 a000
b0 a010
b0 a011
b0 b000
b0 b001
b0 b010
b0 b100
b0 b101
b0 a0000
b0 a0100
b0 a0110
b0 b0000
b0 b0010
b0 b0100
b0 b0101
b0 b0102
b0 b1000
b0 b1001
b0 b1010
b0 b1011
b0 b1012
b0 a00000
b0 a00001
b0 a01000
b0 a01001
b0 a01100
b0 a01101
b0 a01102
b0 b00000
b0 b00001
b0 b00100
b0 b01000
b0 b01001
b0 b01002
b0 b01010
b0 b01011
b0 b01012
b0 b01020
b0 b10000
b0 b10010
b0 b10011
b0 b10012
b0 b10100
b0 b10110
b0 b10111
b0 b10120
b0 a000000
b0 a000010
b0 a000011
b0 a000012
b0 a010000
b0 a010001
b0 a010010
b0 a010011
b0 a011000
b0 a011010
b0 a011011
b0 a011012
b0 a011020
b0 b000000
b0 b000001
b0 b000002
b0 b000010
b0 b001000
b0 b001001
b0 b010000
b0 b010001
b0 b010002
b0 b010010
b0 b010020
b0 b010021
b0 b010022
b0 b010100
b0 b010101
b0 b010102
b0 b010110
b0 b010111
b0 b010120
b0 b010121
b0 b010200
b0 b100000
b0 b100001
b0 b100100
b0 b100110
b0 b100111
b0 b100112
b0 b100120
b0 b101000
b0 b101001
b0 b101002
b0 b101100
b0 b101101
b0 b101102
b0 b101110
b0 b101200
b0 b101201
b0 a0000000
b0 a0000100
b0 a0000101
b0 a0000110
b0 a0000111
b0 a0000120
b0 a0100000
b0 a0100001
b0 a0100002
b0 a0100010
b0 a0100011
b0 a0100100
b0 a0100101
b0 a0100110
b0 a0100111
b0 a0110000
b0 a0110100
b0 a0110101
b0 a0110102
b0 a0110110
b0 a0110111
b0 a0110120
b0 a0110121
b0 a0110122
b0 a0110200
b0 b0000000
b0 b0000010
b0 b0000011
b0 b0000012
b0 b0000020
b0 b0000021
b0 b0000100
b0 b0010000
b0 b0010010
b0 b0010011
b0 b0100000
b0 b0100010
b0 b0100011
b0 b0100012
b0 b0100020
b0 b0100021
b0 b0100022
b0 b0100100
b0 b0100101
b0 b0100200
b0 b0100210
b0 b0100220
b0 b0101000
b0 b0101010
b0 b0101011
b0 b0101012
b0 b0101020
b0 b0101021
b0 b0101022
b0 b0101100
b0 b0101101
b0 b0101110
b0 b0101111
b0 b0101200
b0 b0101201
b0 b0101202
b0 b0101210
b0 b0101211
b0 b0101212
b0 b0102000
b0 b0102001
b0 b0102002
b0 b1000000
b0 b1000010
b0 b1000011
b0 b1001000
b0 b1001001
b0 b1001100
b0 b1001101
b0 b1001110
b0 b1001120
b0 b1001121
b0 b1001122
b0 b1001200
b0 b1001201
b0 b1010000
b0 b1010001
b0 b1010002
b0 b1010010
b0 b1010011
b0 b1010012
b0 b1010020
b0 b1010021
b0 b1011000
b0 b1011010
b0 b1011011
b0 b1011020
b0 b1011100
b0 b1012000
b0 b1012001
b0 b1012002
b0 b1012010
b0 b1012011
b0 a00000000
b0 a00001000
b0 a00001001
b0 a00001010
b0 a00001011
b0 a00001100
b0 a00001101
b0 a00001110
b0 a00001111
b0 a00001112
b0 a00001200
b0 a00001201
b0 a01000000
b0 a01000001
b0 a01000010
b0 a01000020
b0 a01000100
b0 a01000101
b0 a01000110
b0 a01000111
b0 a01001000
b0 a01001001
b0 a01001010
b0 a01001011
b0 a01001100
b0 a01001110
b0 a01001111
b0 a01100000
b0 a01100001
b0 a01101000
b0 a01101001
b0 a01101002
b0 a01101010
b0 a01101020
b0 a01101100
b0 a01101101
b0 a01101102
b0 a01101110
b0 a01101111
b0 a01101112
b0 a01101200
b0 a01101201
b0 a01101210
b0 a01101211
b0 a01101220
b0 a01101221
b0 a01102000
b0 b00000000
b0 b00000001
b0 b00000100
b0 b00000110
b0 b00000120
b0 b00000121
b0 b00000122
b0 b00000200
b0 b00000210
b0 b00000211
b0 b00000212
b0 b00001000
b0 b00001001
b0 b00001002
b0 b00100000
b0 b00100001
b0 b00100002
b0 b00100100
b0 b00100110
b0 b00100111
b0 b01000000
b0 b01000001
b0 b01000100
b0 b01000101
b0 b01000110
b0 b01000120
b0 b01000121
b0 b01000200
b0 b01000201
b0 b01000202
b0 b01000210
b0 b01000211
b0 b01000220
b0 b01001000
b0 b01001001
b0 b01001010
b0 b01001011
b0 b01001012
b0 b01002000
b0 b01002001
b0 b01002100
b0 b01002200
b0 b01002201
b0 b01010000
b0 b01010100
b0 b01010110
b0 b01010111
b0 b01010120
b0 b01010200
b1 a00
b1 a01
b1 b00
b1 b01
b1 b10
b1 a000
b1 a010
b1 a011
b1 b000
b1 b001
b1 b010
b1 b100
b1 b101
b1 a0000
b1 a0100
b1 a0110
b1 b0000
b1 b0010
b1 b0100
b1 b0101
b1 b0102
b1 b1000
b1 b1001
b1 b1010
b1 b1011
b1 b1012
b1 a00000
b1 a00001
b1 a01000
b1 a01001
b1 a01100
b1 a01101
b1 a01102
b1 b00000
b1 b00001
b1 b00100
b1 b01000
b1 b01001
b1 b01002
b1 b01010
b1 b01011
b1 b01012
b1 b01020
b1 b10000
b1 b10010
b1 b10011
b1 b10012
b1 b10100
b1 b10110
b1 b10111
b1 b10120
b1 a000000
b1 a000010
b1 a000011
b1 a000012
b1 a010000
b1 a010001
b1 a010010
b1 a010011
b1 a011000
b1 a011010
b1 a011011
b1 a011012
b1 a011020
b1 b000000
b1 b000001
b1 b000002
b1 b000010
b1 b001000
b1 b001001
b1 b010000
b1 b010001
b1 b010002
b1 b010010
b1 b010020
b1 b010021
b1 b010022
b1 b010100
b1 b010101
b1 b010102
b1 b010110
b1 b010111
b1 b010120
b1 b010121
b1 b010200
b1 b100000
b1 b100001
b1 b100100
b1 b100110
b1 b100111
b1 b100112
b1 b100120
b1 b101000
b1 b101001
b1 b101002
b1 b101100
b1 b101101
b1 b101102
b1 b101110
b1 b101200
b1 b101201
b1 a0000000
b1 a0000100
b1 a0000101
b1 a0000110
b1 a0000111
b1 a0000120
b1 a0100000
b1 a0100001
b1 a0100002
b1 a0100010
b1 a0100011
b1 a0100100
b1 a0100101
b1 a0100110
b1 a0100111
b1 a0110000
b1 a0110100
b1 a0110101
b1 a0110102
b1 a0110110
b1 a0110111
b1 a0110120
b1 a0110121
b1 a0110122
b1 a0110200
b1 b0000000
b1 b0000010
b1 b0000011
b1 b0000012
b1 b0000020
b1 b0000021
b1 b0000100
b1 b0010000
b1 b0010010
b1 b0010011
b1 b0100000
b1 b0100010
b1 b0100011
b1 b0100012
b1 b0100020
b1 b0100021
b1 b0100022
b1 b0100100
b1 b0100101
b1 b0100200
b1 b0100210
b1 b0100220
b1 b0101000
b1 b0101010
b1 b0101011
b1 b0101012
b1 b0101020
b1 b0101021
b1 b0101022
b1 b0101100
b1 b0101101
b1 b0101110
b1 b0101111
b1 b0101200
b1 b0101201
b1 b0101202
b1 b0101210
b1 b0101211
b1 b0101212
b1 b0102000
b1 b0102001
b1 b0102002
b1 b1000000
b1 b1000010
b1 b1000011
b1 b1001000
b1 b1001001
b1 b1001100
b1 b1001101
b1 b1001110
b1 b1001120
b1 b1001121
b1 b1001122
b1 b1001200
b1 b1001201
b1 b1010000
b1 b1010001
b1 b1010002
b1 b1010010
b1 b1010011
b1 b1010012
b1 b1010020
b1 b1010021
b1 b1011000
b1 b1011010
b1 b1011011
b1 b1011020
b1 b1011100
b1 b1012000
b1 b1012001
b1 b1012002
b1 b1012010
b1 b1012011
b1 a00000000
b1 a00001000
b1 a00001001
b1 a00001010
b1 a00001011
b1 a00001100
b1 a00001101
b1 a00001110
b1 a00001111
b1 a00001112
b1 a00001200
b1 a00001201
b1 a01000000
b1 a01000001
b1 a01000010
b1 a01000020
b1 a01000100
b1 a01000101
b1 a01000110
b1 a01000111
b1 a01001000
b1 a01001001
b1 a01001010
b1 a01001011
b1 a01001100
b1 a01001110
b1 a01001111
b1 a01100000
b1 a01100001
b1 a01101000
b1 a01101001
b1 a01101002
b1 a01101010
b1 a01101020
b1 a01101100
b1 a01101101
b1 a01101102
b1 a01101110
b1 a01101111
b1 a01101112
b1 a01101200
b1 a01101201
b1 a01101210
b1 a01101211
b1 a01101220
b1 a01101221
b1 a01102000
b1 b00000000
b1 b00000001
b1 b00000100
b1 b00000110
b1 b00000120
b1 b00000121
b1 b00000122
b1 b00000200
b1 b00000210
b1 b00000211
b1 b00000212
b1 b00001000
b1 b00001001
b1 b00001002
b1 b00100000
b1 b00100001
b1 b00100002
b1 b00100100
b1 b00100110
b1 b00100111
b1 b01000000
b1 b01000001
b1 b01000100
b1 b01000101
b1 b01000110
b1 b01000120
b1 b01000121
b1 b01000200
b1 b01000201
b1 b01000202
b1 b01000210
b1 b01000211
b1 b01000220
b1 b01001000
b1 b01001001
b1 b01001010
b1 b01001011
b1 b01001012
b1 b01002000
b1 b01002001
b1 b01002100
b1 b01002200
b1 b01002201
b1 b01010000
b1 b01010100
b1 b01010110
b1 b01010111
b1 b01010120
b1 b01010200
a00 a01
a00 b00
a00 b01
a00 b10
a00 a000
a00 a010
a00 a011
a00 b000
a00 b001
a00 b010
a00 b100
a00 b101
a00 a0000
a00 a0100
a00 a0110
a00 b0000
a00 b0010
a00 b0100
a00 b0101
a00 b0102
a00 b1000
a00 b1001
a00 b1010
a00 b1011
a00 b1012
a00 a00000
a00 a00001
a00 a01000
a00 a01001
a00 a01100
a00 a01101
a00 a01102
a00 b00000
a00 b00001
a00 b00100
a00 b01000
a00 b01001
a00 b01002
a00 b01010
a00 b01011
a00 b01012
a00 b01020
a00 b10000
a00 b10010
a00 b10011
a00 b10012
a00 b10100
a00 b10110
a00 b10111
a00 b10120
a00 a000000
a00 a000010
a00 a000011
a00 a000012
a00 a010000
a00 a010001
a00 a010010
a00 a010011
a00 a011000
a00 a011010
a00 a011011
a00 a011012
a00 a011020
a00 b000000
a00 b000001
a00 b000002
a00 b000010
a00 b001000
a00 b001001
a00 b010000
a00 b010001
a00 b010002
a00 b010010
a00 b010020
a00 b010021
a00 b010022
a00 b010100
a00 b010101
a00 b010102
a00 b010110
a00 b010111
a00 b010120
a00 b010121
a00 b010200
a00 b100000
a00 b100001
a00 b100100
a00 b100110
a00 b100111
a00 b100112
a00 b100120
a00 b101000
a00 b101001
a00 b101002
a00 b101100
a00 b101101
a00 b101102
a00 b101110
a00 b101200
a00 b101201
a00 a0000000
a00 a0000100
a00 a0000101
a00 a0000110
a00 a0000111
a00 a0000120
a00 a0100000
a00 a0100001
a00 a0100002
a00 a0100010
a00 a0100011
a00 a0100100
a00 a0100101
a00 a0100110
a00 a0100111
a00 a0110000
a00 a0110100
a00 a0110101
a00 a0110102
a00 a0110110
a00 a0110111
a00 a0110120
a00 a0110121
a00 a0110122
a00 a0110200
a00 b0000000
a00 b0000010
a00 b0000011
a00 b0000012
a00 b0000020
a00 b0000021
a00 b0000100
a00 b0010000
a00 b0010010
a00 b0010011
a00 b0100000
a00 b0100010
a00 b0100011
a00 b0100012
a00 b0100020
a00 b0100021
a00 b0100022
a00 b0100100
a00 b0100101
a00 b0100200
a00 b0100210
a00 b0100220
a00 b0101000
a00 b0101010
a00 b0101011
a00 b0101012
a00 b0101020
a00 b0101021
a00 b0101022
a00 b0101100
a00 b0101101
a00 b0101110
a00 b0101111
a00 b0101200
a00 b0101201
a00 b0101202
a00 b0101210
a00 b0101211
a00 b0101212
a00 b0102000
a00 b0102001
a00 b0102002
a00 b1000000
a00 b1000010
a00 b1000011
a00 b1001000
a00 b1001001
